"Time (CET/CEST)","Day-ahead Total Load Forecast [MW] - BZN|DE-LU","Actual Total Load [MW] - BZN|DE-LU"
"05.01.2018 06:00 - 05.01.2018 06:15","n/e","n/e"
"05.01.2018 06:15 - 05.01.2018 06:30","n/e","n/e"
"05.01.2018 06:30 - 05.01.2018 06:45","n/e","n/e"
"05.01.2018 06:45 - 05.01.2018 07:00","n/e","n/e"
"05.01.2018 07:00 - 05.01.2018 07:15","n/e","n/e"
"05.01.2018 07:15 - 05.01.2018 07:30","n/e","n/e"
"05.01.2018 07:30 - 05.01.2018 07:45","n/e","n/e"
"05.01.2018 07:45 - 05.01.2018 08:00","n/e","n/e"
"05.01.2018 08:00 - 05.01.2018 08:15","n/e","n/e"
"05.01.2018 08:15 - 05.01.2018 08:30","n/e","n/e"
"05.01.2018 08:30 - 05.01.2018 08:45","n/e","n/e"
"05.01.2018 08:45 - 05.01.2018 09:00","n/e","n/e"
"05.01.2018 09:00 - 05.01.2018 09:15","n/e","n/e"
"05.01.2018 09:15 - 05.01.2018 09:30","n/e","n/e"
"05.01.2018 09:30 - 05.01.2018 09:45","n/e","n/e"
"05.01.2018 09:45 - 05.01.2018 10:00","n/e","n/e"
"05.01.2018 10:00 - 05.01.2018 10:15","n/e","n/e"
"05.01.2018 10:15 - 05.01.2018 10:30","n/e","n/e"
"05.01.2018 10:30 - 05.01.2018 10:45","n/e","n/e"
"05.01.2018 10:45 - 05.01.2018 11:00","n/e","n/e"
"05.01.2018 11:00 - 05.01.2018 11:15","n/e","n/e"
"05.01.2018 11:15 - 05.01.2018 11:30","n/e","n/e"
"05.01.2018 11:30 - 05.01.2018 11:45","n/e","n/e"
"05.01.2018 11:45 - 05.01.2018 12:00","n/e","n/e"
"05.01.2018 12:00 - 05.01.2018 12:15","n/e","n/e"
"05.01.2018 12:15 - 05.01.2018 12:30","n/e","n/e"
"05.01.2018 12:30 - 05.01.2018 12:45","n/e","n/e"
"05.01.2018 12:45 - 05.01.2018 13:00","n/e","n/e"
"05.01.2018 13:00 - 05.01.2018 13:15","n/e","n/e"
"05.01.2018 13:15 - 05.01.2018 13:30","n/e","n/e"
"05.01.2018 13:30 - 05.01.2018 13:45","n/e","n/e"
"05.01.2018 13:45 - 05.01.2018 14:00","n/e","n/e"
"05.01.2018 14:00 - 05.01.2018 14:15","n/e","n/e"
"05.01.2018 14:15 - 05.01.2018 14:30","n/e","n/e"
"05.01.2018 14:30 - 05.01.2018 14:45","n/e","n/e"
"05.01.2018 14:45 - 05.01.2018 15:00","n/e","n/e"
"05.01.2018 15:00 - 05.01.2018 15:15","n/e","n/e"
"05.01.2018 15:15 - 05.01.2018 15:30","n/e","n/e"
"05.01.2018 15:30 - 05.01.2018 15:45","n/e","n/e"
"05.01.2018 15:45 - 05.01.2018 16:00","n/e","n/e"
"05.01.2018 16:00 - 05.01.2018 16:15","n/e","n/e"
"05.01.2018 16:15 - 05.01.2018 16:30","n/e","n/e"
"05.01.2018 16:30 - 05.01.2018 16:45","n/e","n/e"
"05.01.2018 16:45 - 05.01.2018 17:00","n/e","n/e"
"05.01.2018 17:00 - 05.01.2018 17:15","n/e","n/e"
"05.01.2018 17:15 - 05.01.2018 17:30","n/e","n/e"
"05.01.2018 17:30 - 05.01.2018 17:45","n/e","n/e"
"05.01.2018 17:45 - 05.01.2018 18:00","n/e","n/e"
"05.01.2018 18:00 - 05.01.2018 18:15","n/e","n/e"
"05.01.2018 18:15 - 05.01.2018 18:30","n/e","n/e"
"05.01.2018 18:30 - 05.01.2018 18:45","n/e","n/e"
"05.01.2018 18:45 - 05.01.2018 19:00","n/e","n/e"
"05.01.2018 19:00 - 05.01.2018 19:15","n/e","n/e"
"05.01.2018 19:15 - 05.01.2018 19:30","n/e","n/e"
"05.01.2018 19:30 - 05.01.2018 19:45","n/e","n/e"
"05.01.2018 19:45 - 05.01.2018 20:00","n/e","n/e"
"05.01.2018 20:00 - 05.01.2018 20:15","n/e","n/e"
"05.01.2018 20:15 - 05.01.2018 20:30","n/e","n/e"
"05.01.2018 20:30 - 05.01.2018 20:45","n/e","n/e"
"05.01.2018 20:45 - 05.01.2018 21:00","n/e","n/e"
"05.01.2018 21:00 - 05.01.2018 21:15","n/e","n/e"
"05.01.2018 21:15 - 05.01.2018 21:30","n/e","n/e"
"05.01.2018 21:30 - 05.01.2018 21:45","n/e","n/e"
"05.01.2018 21:45 - 05.01.2018 22:00","n/e","n/e"
"05.01.2018 22:00 - 05.01.2018 22:15","n/e","n/e"
"05.01.2018 22:15 - 05.01.2018 22:30","n/e","n/e"
"05.01.2018 22:30 - 05.01.2018 22:45","n/e","n/e"
"05.01.2018 22:45 - 05.01.2018 23:00","n/e","n/e"
"05.01.2018 23:00 - 05.01.2018 23:15","n/e","n/e"
"05.01.2018 23:15 - 05.01.2018 23:30","n/e","n/e"
"05.01.2018 23:30 - 05.01.2018 23:45","n/e","n/e"
"05.01.2018 23:45 - 06.01.2018 00:00","n/e","n/e"
"06.01.2018 00:00 - 06.01.2018 00:15","n/e","n/e"
"06.01.2018 00:15 - 06.01.2018 00:30","n/e","n/e"
"06.01.2018 00:30 - 06.01.2018 00:45","n/e","n/e"
"06.01.2018 00:45 - 06.01.2018 01:00","n/e","n/e"
"06.01.2018 01:00 - 06.01.2018 01:15","n/e","n/e"
"06.01.2018 01:15 - 06.01.2018 01:30","n/e","n/e"
"06.01.2018 01:30 - 06.01.2018 01:45","n/e","n/e"
"06.01.2018 01:45 - 06.01.2018 02:00","n/e","n/e"
"06.01.2018 02:00 - 06.01.2018 02:15","n/e","n/e"
"06.01.2018 02:15 - 06.01.2018 02:30","n/e","n/e"
"06.01.2018 02:30 - 06.01.2018 02:45","n/e","n/e"
"06.01.2018 02:45 - 06.01.2018 03:00","n/e","n/e"
"06.01.2018 03:00 - 06.01.2018 03:15","n/e","n/e"
"06.01.2018 03:15 - 06.01.2018 03:30","n/e","n/e"
"06.01.2018 03:30 - 06.01.2018 03:45","n/e","n/e"
"06.01.2018 03:45 - 06.01.2018 04:00","n/e","n/e"
"06.01.2018 04:00 - 06.01.2018 04:15","n/e","n/e"
"06.01.2018 04:15 - 06.01.2018 04:30","n/e","n/e"
"06.01.2018 04:30 - 06.01.2018 04:45","n/e","n/e"
"06.01.2018 04:45 - 06.01.2018 05:00","n/e","n/e"
"06.01.2018 05:00 - 06.01.2018 05:15","n/e","n/e"
"06.01.2018 05:15 - 06.01.2018 05:30","n/e","n/e"
"06.01.2018 05:30 - 06.01.2018 05:45","n/e","n/e"
"06.01.2018 05:45 - 06.01.2018 06:00","n/e","n/e"
"06.01.2018 06:00 - 06.01.2018 06:15","n/e","n/e"
"06.01.2018 06:15 - 06.01.2018 06:30","n/e","n/e"
"06.01.2018 06:30 - 06.01.2018 06:45","n/e","n/e"
"06.01.2018 06:45 - 06.01.2018 07:00","n/e","n/e"
"06.01.2018 07:00 - 06.01.2018 07:15","n/e","n/e"
"06.01.2018 07:15 - 06.01.2018 07:30","n/e","n/e"
"06.01.2018 07:30 - 06.01.2018 07:45","n/e","n/e"
"06.01.2018 07:45 - 06.01.2018 08:00","n/e","n/e"
"06.01.2018 08:00 - 06.01.2018 08:15","n/e","n/e"
"06.01.2018 08:15 - 06.01.2018 08:30","n/e","n/e"
"06.01.2018 08:30 - 06.01.2018 08:45","n/e","n/e"
"06.01.2018 08:45 - 06.01.2018 09:00","n/e","n/e"
"06.01.2018 09:00 - 06.01.2018 09:15","n/e","n/e"
"06.01.2018 09:15 - 06.01.2018 09:30","n/e","n/e"
"06.01.2018 09:30 - 06.01.2018 09:45","n/e","n/e"
"06.01.2018 09:45 - 06.01.2018 10:00","n/e","n/e"
"06.01.2018 10:00 - 06.01.2018 10:15","n/e","n/e"
"06.01.2018 10:15 - 06.01.2018 10:30","n/e","n/e"
"06.01.2018 10:30 - 06.01.2018 10:45","n/e","n/e"
"06.01.2018 10:45 - 06.01.2018 11:00","n/e","n/e"
"06.01.2018 11:00 - 06.01.2018 11:15","n/e","n/e"
"06.01.2018 11:15 - 06.01.2018 11:30","n/e","n/e"
"06.01.2018 11:30 - 06.01.2018 11:45","n/e","n/e"
"06.01.2018 11:45 - 06.01.2018 12:00","n/e","n/e"
"06.01.2018 12:00 - 06.01.2018 12:15","n/e","n/e"
"06.01.2018 12:15 - 06.01.2018 12:30","n/e","n/e"
"06.01.2018 12:30 - 06.01.2018 12:45","n/e","n/e"
"06.01.2018 12:45 - 06.01.2018 13:00","n/e","n/e"
"06.01.2018 13:00 - 06.01.2018 13:15","n/e","n/e"
"06.01.2018 13:15 - 06.01.2018 13:30","n/e","n/e"
"06.01.2018 13:30 - 06.01.2018 13:45","n/e","n/e"
"06.01.2018 13:45 - 06.01.2018 14:00","n/e","n/e"
"06.01.2018 14:00 - 06.01.2018 14:15","n/e","n/e"
"06.01.2018 14:15 - 06.01.2018 14:30","n/e","n/e"
"06.01.2018 14:30 - 06.01.2018 14:45","n/e","n/e"
"06.01.2018 14:45 - 06.01.2018 15:00","n/e","n/e"
"06.01.2018 15:00 - 06.01.2018 15:15","n/e","n/e"
"06.01.2018 15:15 - 06.01.2018 15:30","n/e","n/e"
"06.01.2018 15:30 - 06.01.2018 15:45","n/e","n/e"
"06.01.2018 15:45 - 06.01.2018 16:00","n/e","n/e"
"06.01.2018 16:00 - 06.01.2018 16:15","n/e","n/e"
"06.01.2018 16:15 - 06.01.2018 16:30","n/e","n/e"
"06.01.2018 16:30 - 06.01.2018 16:45","n/e","n/e"
"06.01.2018 16:45 - 06.01.2018 17:00","n/e","n/e"
"06.01.2018 17:00 - 06.01.2018 17:15","n/e","n/e"
"06.01.2018 17:15 - 06.01.2018 17:30","n/e","n/e"
"06.01.2018 17:30 - 06.01.2018 17:45","n/e","n/e"
"06.01.2018 17:45 - 06.01.2018 18:00","n/e","n/e"
"06.01.2018 18:00 - 06.01.2018 18:15","n/e","n/e"
"06.01.2018 18:15 - 06.01.2018 18:30","n/e","n/e"
"06.01.2018 18:30 - 06.01.2018 18:45","n/e","n/e"
"06.01.2018 18:45 - 06.01.2018 19:00","n/e","n/e"
"06.01.2018 19:00 - 06.01.2018 19:15","n/e","n/e"
"06.01.2018 19:15 - 06.01.2018 19:30","n/e","n/e"
"06.01.2018 19:30 - 06.01.2018 19:45","n/e","n/e"
"06.01.2018 19:45 - 06.01.2018 20:00","n/e","n/e"
"06.01.2018 20:00 - 06.01.2018 20:15","n/e","n/e"
"06.01.2018 20:15 - 06.01.2018 20:30","n/e","n/e"
"06.01.2018 20:30 - 06.01.2018 20:45","n/e","n/e"
"06.01.2018 20:45 - 06.01.2018 21:00","n/e","n/e"
"06.01.2018 21:00 - 06.01.2018 21:15","n/e","n/e"
"06.01.2018 21:15 - 06.01.2018 21:30","n/e","n/e"
"06.01.2018 21:30 - 06.01.2018 21:45","n/e","n/e"
"06.01.2018 21:45 - 06.01.2018 22:00","n/e","n/e"
"06.01.2018 22:00 - 06.01.2018 22:15","n/e","n/e"
"06.01.2018 22:15 - 06.01.2018 22:30","n/e","n/e"
"06.01.2018 22:30 - 06.01.2018 22:45","n/e","n/e"
"06.01.2018 22:45 - 06.01.2018 23:00","n/e","n/e"
"06.01.2018 23:00 - 06.01.2018 23:15","n/e","n/e"
"06.01.2018 23:15 - 06.01.2018 23:30","n/e","n/e"
"06.01.2018 23:30 - 06.01.2018 23:45","n/e","n/e"
"06.01.2018 23:45 - 07.01.2018 00:00","n/e","n/e"
"07.01.2018 00:00 - 07.01.2018 00:15","n/e","n/e"
"07.01.2018 00:15 - 07.01.2018 00:30","n/e","n/e"
"07.01.2018 00:30 - 07.01.2018 00:45","n/e","n/e"
"07.01.2018 00:45 - 07.01.2018 01:00","n/e","n/e"
"07.01.2018 01:00 - 07.01.2018 01:15","n/e","n/e"
"07.01.2018 01:15 - 07.01.2018 01:30","n/e","n/e"
"07.01.2018 01:30 - 07.01.2018 01:45","n/e","n/e"
"07.01.2018 01:45 - 07.01.2018 02:00","n/e","n/e"
"07.01.2018 02:00 - 07.01.2018 02:15","n/e","n/e"
"07.01.2018 02:15 - 07.01.2018 02:30","n/e","n/e"
"07.01.2018 02:30 - 07.01.2018 02:45","n/e","n/e"
"07.01.2018 02:45 - 07.01.2018 03:00","n/e","n/e"
"07.01.2018 03:00 - 07.01.2018 03:15","n/e","n/e"
"07.01.2018 03:15 - 07.01.2018 03:30","n/e","n/e"
"07.01.2018 03:30 - 07.01.2018 03:45","n/e","n/e"
"07.01.2018 03:45 - 07.01.2018 04:00","n/e","n/e"
"07.01.2018 04:00 - 07.01.2018 04:15","n/e","n/e"
"07.01.2018 04:15 - 07.01.2018 04:30","n/e","n/e"
"07.01.2018 04:30 - 07.01.2018 04:45","n/e","n/e"
"07.01.2018 04:45 - 07.01.2018 05:00","n/e","n/e"
"07.01.2018 05:00 - 07.01.2018 05:15","n/e","n/e"
"07.01.2018 05:15 - 07.01.2018 05:30","n/e","n/e"
"07.01.2018 05:30 - 07.01.2018 05:45","n/e","n/e"
"07.01.2018 05:45 - 07.01.2018 06:00","n/e","n/e"
"07.01.2018 06:00 - 07.01.2018 06:15","n/e","n/e"
"07.01.2018 06:15 - 07.01.2018 06:30","n/e","n/e"
"07.01.2018 06:30 - 07.01.2018 06:45","n/e","n/e"
"07.01.2018 06:45 - 07.01.2018 07:00","n/e","n/e"
"07.01.2018 07:00 - 07.01.2018 07:15","n/e","n/e"
"07.01.2018 07:15 - 07.01.2018 07:30","n/e","n/e"
"07.01.2018 07:30 - 07.01.2018 07:45","n/e","n/e"
"07.01.2018 07:45 - 07.01.2018 08:00","n/e","n/e"
"07.01.2018 08:00 - 07.01.2018 08:15","n/e","n/e"
"07.01.2018 08:15 - 07.01.2018 08:30","n/e","n/e"
"07.01.2018 08:30 - 07.01.2018 08:45","n/e","n/e"
"07.01.2018 08:45 - 07.01.2018 09:00","n/e","n/e"
"07.01.2018 09:00 - 07.01.2018 09:15","n/e","n/e"
"07.01.2018 09:15 - 07.01.2018 09:30","n/e","n/e"
"07.01.2018 09:30 - 07.01.2018 09:45","n/e","n/e"
"07.01.2018 09:45 - 07.01.2018 10:00","n/e","n/e"
"07.01.2018 10:00 - 07.01.2018 10:15","n/e","n/e"
"07.01.2018 10:15 - 07.01.2018 10:30","n/e","n/e"
"07.01.2018 10:30 - 07.01.2018 10:45","n/e","n/e"
"07.01.2018 10:45 - 07.01.2018 11:00","n/e","n/e"
"07.01.2018 11:00 - 07.01.2018 11:15","n/e","n/e"
"07.01.2018 11:15 - 07.01.2018 11:30","n/e","n/e"
"07.01.2018 11:30 - 07.01.2018 11:45","n/e","n/e"
"07.01.2018 11:45 - 07.01.2018 12:00","n/e","n/e"
"07.01.2018 12:00 - 07.01.2018 12:15","n/e","n/e"
"07.01.2018 12:15 - 07.01.2018 12:30","n/e","n/e"
"07.01.2018 12:30 - 07.01.2018 12:45","n/e","n/e"
"07.01.2018 12:45 - 07.01.2018 13:00","n/e","n/e"
"07.01.2018 13:00 - 07.01.2018 13:15","n/e","n/e"
"07.01.2018 13:15 - 07.01.2018 13:30","n/e","n/e"
"07.01.2018 13:30 - 07.01.2018 13:45","n/e","n/e"
"07.01.2018 13:45 - 07.01.2018 14:00","n/e","n/e"
"07.01.2018 14:00 - 07.01.2018 14:15","n/e","n/e"
"07.01.2018 14:15 - 07.01.2018 14:30","n/e","n/e"
"07.01.2018 14:30 - 07.01.2018 14:45","n/e","n/e"
"07.01.2018 14:45 - 07.01.2018 15:00","n/e","n/e"
"07.01.2018 15:00 - 07.01.2018 15:15","n/e","n/e"
"07.01.2018 15:15 - 07.01.2018 15:30","n/e","n/e"
"07.01.2018 15:30 - 07.01.2018 15:45","n/e","n/e"
"07.01.2018 15:45 - 07.01.2018 16:00","n/e","n/e"
"07.01.2018 16:00 - 07.01.2018 16:15","n/e","n/e"
"07.01.2018 16:15 - 07.01.2018 16:30","n/e","n/e"
"07.01.2018 16:30 - 07.01.2018 16:45","n/e","n/e"
"07.01.2018 16:45 - 07.01.2018 17:00","n/e","n/e"
"07.01.2018 17:00 - 07.01.2018 17:15","n/e","n/e"
"07.01.2018 17:15 - 07.01.2018 17:30","n/e","n/e"
"07.01.2018 17:30 - 07.01.2018 17:45","n/e","n/e"
"07.01.2018 17:45 - 07.01.2018 18:00","n/e","n/e"
"07.01.2018 18:00 - 07.01.2018 18:15","n/e","n/e"
"07.01.2018 18:15 - 07.01.2018 18:30","n/e","n/e"
"07.01.2018 18:30 - 07.01.2018 18:45","n/e","n/e"
"07.01.2018 18:45 - 07.01.2018 19:00","n/e","n/e"
"07.01.2018 19:00 - 07.01.2018 19:15","n/e","n/e"
"07.01.2018 19:15 - 07.01.2018 19:30","n/e","n/e"
"07.01.2018 19:30 - 07.01.2018 19:45","n/e","n/e"
"07.01.2018 19:45 - 07.01.2018 20:00","n/e","n/e"
"07.01.2018 20:00 - 07.01.2018 20:15","n/e","n/e"
"07.01.2018 20:15 - 07.01.2018 20:30","n/e","n/e"
"07.01.2018 20:30 - 07.01.2018 20:45","n/e","n/e"
"07.01.2018 20:45 - 07.01.2018 21:00","n/e","n/e"
"07.01.2018 21:00 - 07.01.2018 21:15","n/e","n/e"
"07.01.2018 21:15 - 07.01.2018 21:30","n/e","n/e"
"07.01.2018 21:30 - 07.01.2018 21:45","n/e","n/e"
"07.01.2018 21:45 - 07.01.2018 22:00","n/e","n/e"
"07.01.2018 22:00 - 07.01.2018 22:15","n/e","n/e"
"07.01.2018 22:15 - 07.01.2018 22:30","n/e","n/e"
"07.01.2018 22:30 - 07.01.2018 22:45","n/e","n/e"
"07.01.2018 22:45 - 07.01.2018 23:00","n/e","n/e"
"07.01.2018 23:00 - 07.01.2018 23:15","n/e","n/e"
"07.01.2018 23:15 - 07.01.2018 23:30","n/e","n/e"
"07.01.2018 23:30 - 07.01.2018 23:45","n/e","n/e"
"07.01.2018 23:45 - 08.01.2018 00:00","n/e","n/e"
"08.01.2018 00:00 - 08.01.2018 00:15","n/e","n/e"
"08.01.2018 00:15 - 08.01.2018 00:30","n/e","n/e"
"08.01.2018 00:30 - 08.01.2018 00:45","n/e","n/e"
"08.01.2018 00:45 - 08.01.2018 01:00","n/e","n/e"
"08.01.2018 01:00 - 08.01.2018 01:15","n/e","n/e"
"08.01.2018 01:15 - 08.01.2018 01:30","n/e","n/e"
"08.01.2018 01:30 - 08.01.2018 01:45","n/e","n/e"
"08.01.2018 01:45 - 08.01.2018 02:00","n/e","n/e"
"08.01.2018 02:00 - 08.01.2018 02:15","n/e","n/e"
"08.01.2018 02:15 - 08.01.2018 02:30","n/e","n/e"
"08.01.2018 02:30 - 08.01.2018 02:45","n/e","n/e"
"08.01.2018 02:45 - 08.01.2018 03:00","n/e","n/e"
"08.01.2018 03:00 - 08.01.2018 03:15","n/e","n/e"
"08.01.2018 03:15 - 08.01.2018 03:30","n/e","n/e"
"08.01.2018 03:30 - 08.01.2018 03:45","n/e","n/e"
"08.01.2018 03:45 - 08.01.2018 04:00","n/e","n/e"
"08.01.2018 04:00 - 08.01.2018 04:15","n/e","n/e"
"08.01.2018 04:15 - 08.01.2018 04:30","n/e","n/e"
"08.01.2018 04:30 - 08.01.2018 04:45","n/e","n/e"
"08.01.2018 04:45 - 08.01.2018 05:00","n/e","n/e"
"08.01.2018 05:00 - 08.01.2018 05:15","n/e","n/e"
"08.01.2018 05:15 - 08.01.2018 05:30","n/e","n/e"
"08.01.2018 05:30 - 08.01.2018 05:45","n/e","n/e"
"08.01.2018 05:45 - 08.01.2018 06:00","n/e","n/e"
"08.01.2018 06:00 - 08.01.2018 06:15","n/e","n/e"
"08.01.2018 06:15 - 08.01.2018 06:30","n/e","n/e"
"08.01.2018 06:30 - 08.01.2018 06:45","n/e","n/e"
"08.01.2018 06:45 - 08.01.2018 07:00","n/e","n/e"
"08.01.2018 07:00 - 08.01.2018 07:15","n/e","n/e"
"08.01.2018 07:15 - 08.01.2018 07:30","n/e","n/e"
"08.01.2018 07:30 - 08.01.2018 07:45","n/e","n/e"
"08.01.2018 07:45 - 08.01.2018 08:00","n/e","n/e"
"08.01.2018 08:00 - 08.01.2018 08:15","n/e","n/e"
"08.01.2018 08:15 - 08.01.2018 08:30","n/e","n/e"
"08.01.2018 08:30 - 08.01.2018 08:45","n/e","n/e"
"08.01.2018 08:45 - 08.01.2018 09:00","n/e","n/e"
"08.01.2018 09:00 - 08.01.2018 09:15","n/e","n/e"
"08.01.2018 09:15 - 08.01.2018 09:30","n/e","n/e"
"08.01.2018 09:30 - 08.01.2018 09:45","n/e","n/e"
"08.01.2018 09:45 - 08.01.2018 10:00","n/e","n/e"
"08.01.2018 10:00 - 08.01.2018 10:15","n/e","n/e"
"08.01.2018 10:15 - 08.01.2018 10:30","n/e","n/e"
"08.01.2018 10:30 - 08.01.2018 10:45","n/e","n/e"
"08.01.2018 10:45 - 08.01.2018 11:00","n/e","n/e"
"08.01.2018 11:00 - 08.01.2018 11:15","n/e","n/e"
"08.01.2018 11:15 - 08.01.2018 11:30","n/e","n/e"
"08.01.2018 11:30 - 08.01.2018 11:45","n/e","n/e"
"08.01.2018 11:45 - 08.01.2018 12:00","n/e","n/e"
"08.01.2018 12:00 - 08.01.2018 12:15","n/e","n/e"
"08.01.2018 12:15 - 08.01.2018 12:30","n/e","n/e"
"08.01.2018 12:30 - 08.01.2018 12:45","n/e","n/e"
"08.01.2018 12:45 - 08.01.2018 13:00","n/e","n/e"
"08.01.2018 13:00 - 08.01.2018 13:15","n/e","n/e"
"08.01.2018 13:15 - 08.01.2018 13:30","n/e","n/e"
"08.01.2018 13:30 - 08.01.2018 13:45","n/e","n/e"
"08.01.2018 13:45 - 08.01.2018 14:00","n/e","n/e"
"08.01.2018 14:00 - 08.01.2018 14:15","n/e","n/e"
"08.01.2018 14:15 - 08.01.2018 14:30","n/e","n/e"
"08.01.2018 14:30 - 08.01.2018 14:45","n/e","n/e"
"08.01.2018 14:45 - 08.01.2018 15:00","n/e","n/e"
"08.01.2018 15:00 - 08.01.2018 15:15","n/e","n/e"
"08.01.2018 15:15 - 08.01.2018 15:30","n/e","n/e"
"08.01.2018 15:30 - 08.01.2018 15:45","n/e","n/e"
"08.01.2018 15:45 - 08.01.2018 16:00","n/e","n/e"
"08.01.2018 16:00 - 08.01.2018 16:15","n/e","n/e"
"08.01.2018 16:15 - 08.01.2018 16:30","n/e","n/e"
"08.01.2018 16:30 - 08.01.2018 16:45","n/e","n/e"
"08.01.2018 16:45 - 08.01.2018 17:00","n/e","n/e"
"08.01.2018 17:00 - 08.01.2018 17:15","n/e","n/e"
"08.01.2018 17:15 - 08.01.2018 17:30","n/e","n/e"
"08.01.2018 17:30 - 08.01.2018 17:45","n/e","n/e"
"08.01.2018 17:45 - 08.01.2018 18:00","n/e","n/e"
"08.01.2018 18:00 - 08.01.2018 18:15","n/e","n/e"
"08.01.2018 18:15 - 08.01.2018 18:30","n/e","n/e"
"08.01.2018 18:30 - 08.01.2018 18:45","n/e","n/e"
"08.01.2018 18:45 - 08.01.2018 19:00","n/e","n/e"
"08.01.2018 19:00 - 08.01.2018 19:15","n/e","n/e"
"08.01.2018 19:15 - 08.01.2018 19:30","n/e","n/e"
"08.01.2018 19:30 - 08.01.2018 19:45","n/e","n/e"
"08.01.2018 19:45 - 08.01.2018 20:00","n/e","n/e"
"08.01.2018 20:00 - 08.01.2018 20:15","n/e","n/e"
"08.01.2018 20:15 - 08.01.2018 20:30","n/e","n/e"
"08.01.2018 20:30 - 08.01.2018 20:45","n/e","n/e"
"08.01.2018 20:45 - 08.01.2018 21:00","n/e","n/e"
"08.01.2018 21:00 - 08.01.2018 21:15","n/e","n/e"
"08.01.2018 21:15 - 08.01.2018 21:30","n/e","n/e"
"08.01.2018 21:30 - 08.01.2018 21:45","n/e","n/e"
"08.01.2018 21:45 - 08.01.2018 22:00","n/e","n/e"
"08.01.2018 22:00 - 08.01.2018 22:15","n/e","n/e"
"08.01.2018 22:15 - 08.01.2018 22:30","n/e","n/e"
"08.01.2018 22:30 - 08.01.2018 22:45","n/e","n/e"
"08.01.2018 22:45 - 08.01.2018 23:00","n/e","n/e"
"08.01.2018 23:00 - 08.01.2018 23:15","n/e","n/e"
"08.01.2018 23:15 - 08.01.2018 23:30","n/e","n/e"
"08.01.2018 23:30 - 08.01.2018 23:45","n/e","n/e"
"08.01.2018 23:45 - 09.01.2018 00:00","n/e","n/e"
"09.01.2018 00:00 - 09.01.2018 00:15","n/e","n/e"
"09.01.2018 00:15 - 09.01.2018 00:30","n/e","n/e"
"09.01.2018 00:30 - 09.01.2018 00:45","n/e","n/e"
"09.01.2018 00:45 - 09.01.2018 01:00","n/e","n/e"
"09.01.2018 01:00 - 09.01.2018 01:15","n/e","n/e"
"09.01.2018 01:15 - 09.01.2018 01:30","n/e","n/e"
"09.01.2018 01:30 - 09.01.2018 01:45","n/e","n/e"
"09.01.2018 01:45 - 09.01.2018 02:00","n/e","n/e"
"09.01.2018 02:00 - 09.01.2018 02:15","n/e","n/e"
"09.01.2018 02:15 - 09.01.2018 02:30","n/e","n/e"
"09.01.2018 02:30 - 09.01.2018 02:45","n/e","n/e"
"09.01.2018 02:45 - 09.01.2018 03:00","n/e","n/e"
"09.01.2018 03:00 - 09.01.2018 03:15","n/e","n/e"
"09.01.2018 03:15 - 09.01.2018 03:30","n/e","n/e"
"09.01.2018 03:30 - 09.01.2018 03:45","n/e","n/e"
"09.01.2018 03:45 - 09.01.2018 04:00","n/e","n/e"
"09.01.2018 04:00 - 09.01.2018 04:15","n/e","n/e"
"09.01.2018 04:15 - 09.01.2018 04:30","n/e","n/e"
"09.01.2018 04:30 - 09.01.2018 04:45","n/e","n/e"
"09.01.2018 04:45 - 09.01.2018 05:00","n/e","n/e"
"09.01.2018 05:00 - 09.01.2018 05:15","n/e","n/e"
"09.01.2018 05:15 - 09.01.2018 05:30","n/e","n/e"
"09.01.2018 05:30 - 09.01.2018 05:45","n/e","n/e"
"09.01.2018 05:45 - 09.01.2018 06:00","n/e","n/e"
"09.01.2018 06:00 - 09.01.2018 06:15","n/e","n/e"
"09.01.2018 06:15 - 09.01.2018 06:30","n/e","n/e"
"09.01.2018 06:30 - 09.01.2018 06:45","n/e","n/e"
"09.01.2018 06:45 - 09.01.2018 07:00","n/e","n/e"
"09.01.2018 07:00 - 09.01.2018 07:15","n/e","n/e"
"09.01.2018 07:15 - 09.01.2018 07:30","n/e","n/e"
"09.01.2018 07:30 - 09.01.2018 07:45","n/e","n/e"
"09.01.2018 07:45 - 09.01.2018 08:00","n/e","n/e"
"09.01.2018 08:00 - 09.01.2018 08:15","n/e","n/e"
"09.01.2018 08:15 - 09.01.2018 08:30","n/e","n/e"
"09.01.2018 08:30 - 09.01.2018 08:45","n/e","n/e"
"09.01.2018 08:45 - 09.01.2018 09:00","n/e","n/e"
"09.01.2018 09:00 - 09.01.2018 09:15","n/e","n/e"
"09.01.2018 09:15 - 09.01.2018 09:30","n/e","n/e"
"09.01.2018 09:30 - 09.01.2018 09:45","n/e","n/e"
"09.01.2018 09:45 - 09.01.2018 10:00","n/e","n/e"
"09.01.2018 10:00 - 09.01.2018 10:15","n/e","n/e"
"09.01.2018 10:15 - 09.01.2018 10:30","n/e","n/e"
"09.01.2018 10:30 - 09.01.2018 10:45","n/e","n/e"
"09.01.2018 10:45 - 09.01.2018 11:00","n/e","n/e"
"09.01.2018 11:00 - 09.01.2018 11:15","n/e","n/e"
"09.01.2018 11:15 - 09.01.2018 11:30","n/e","n/e"
"09.01.2018 11:30 - 09.01.2018 11:45","n/e","n/e"
"09.01.2018 11:45 - 09.01.2018 12:00","n/e","n/e"
"09.01.2018 12:00 - 09.01.2018 12:15","n/e","n/e"
